,M,SNR,Phase_shift,QAM_symbols
142,4,48,48,"[ 0.99110589+0.04918767j -0.05751696+0.98579121j  0.05630656-0.98622945j
 ...  0.98861114+0.05002161j -0.99022035-0.05082933j
 -0.04997279+0.99022562j]"
143,4,48,48,"[ 0.98954013+0.05189192j -0.99231883-0.05562197j  0.99004271+0.05237672j
 ... -0.98506254-0.05328966j -0.04807223+0.98840863j
 -0.05213679+0.99088845j]"
144,4,48,48,"[-0.98940421-0.04957258j  0.05125543-0.98871507j  0.98678589+0.05115738j
 ... -0.99187704-0.05160629j -0.98726177-0.05412621j
 -0.05182031+0.99143044j]"
145,4,48,51,"[ 0.98399515+0.10125092j  0.10547977-0.98358421j  0.10731696-0.9812452j
 ... -0.10770636+0.98123763j -0.10146819+0.98415904j
  0.97960684+0.09805127j]"
146,4,48,51,"[ 0.10141329-0.98547171j  0.98821254+0.10176163j  0.10110437-0.98228354j
 ... -0.98299089-0.10324901j  0.10353661-0.98142713j
 -0.98458148-0.10005834j]"
147,4,48,51,"[ 0.10017289-0.98345852j -0.10654613+0.98148651j -0.98252526-0.10648803j
 ... -0.98440414-0.10066192j -0.10500991+0.98153147j
 -0.10364455+0.98511492j]"
148,4,48,54,"[-0.15202862+0.97684589j  0.9776713 +0.15102038j  0.15553181-0.97730472j
 ... -0.97862206-0.15843073j -0.97109748-0.15247168j
  0.97352417+0.15643591j]"
149,4,48,54,"[0.15372077-0.97657071j 0.15722708-0.97420363j 0.1595716 -0.9760371j  ...
 0.98014745+0.15429787j 0.15371509-0.97730015j 0.15946747-0.97936965j]"
150,4,48,54,"[-0.15408788+0.9750273j   0.97974242+0.15700112j  0.15557079-0.97718008j
 ...  0.15480438-0.97812776j  0.97751544+0.15626469j
 -0.97473153-0.15666634j]"
151,4,48,57,"[ 0.20906462-0.96434031j  0.19996306-0.97017774j  0.20434488-0.97218726j
 ... -0.96798644-0.21006087j -0.96634544-0.20679041j
 -0.20608908+0.96531072j]"
152,4,48,57,"[-0.20637642+0.96581352j -0.9708474 -0.20288512j  0.20647313-0.96870628j
 ...  0.96872   +0.20400729j  0.96796912+0.20544932j
 -0.97121336-0.20337161j]"
153,4,48,57,"[-0.20627592+0.96357753j -0.96979947-0.20425504j -0.96362163-0.20258341j
 ... -0.20841616+0.96628167j  0.96794217+0.20788009j
  0.2037263 -0.96437792j]"
154,4,48,60,"[-0.95861969-0.25852462j -0.95637593-0.2568224j   0.95763205+0.25591348j
 ... -0.95814922-0.25607524j -0.95701827-0.25459941j
 -0.96189708-0.25407155j]"
155,4,48,60,"[-0.95757812-0.25962903j  0.96333461+0.25864416j -0.25871363+0.95712207j
 ...  0.95162281+0.25972121j -0.95492149-0.26026032j
 -0.95589029-0.25446288j]"
156,4,48,60,"[-0.96067868-0.25673792j -0.2576703 +0.95705018j -0.95541206-0.2498139j
 ... -0.25762652+0.95369492j  0.2534443 -0.95667259j
 -0.95495273-0.2546368j ]"
157,4,48,63,"[ 0.31207846-0.9392704j  -0.30647387+0.9409433j  -0.30709706+0.94047109j
 ... -0.93859543-0.30565685j  0.30179884-0.93525945j
 -0.31077141+0.94221043j]"
158,4,48,63,"[ 0.939761  +0.30097281j  0.30490642-0.94074938j -0.30961873+0.94563701j
 ... -0.30628607+0.94255852j -0.94646827-0.30960574j
  0.30826593-0.94246326j]"
159,4,48,63,"[-0.30677458+0.94121445j  0.30188888-0.93708035j  0.30432649-0.93944302j
 ... -0.94042841-0.30493998j -0.3008779 +0.93855281j
 -0.30891223+0.94268025j]"
160,4,48,66,"[-0.35351376+0.92585188j -0.35588841+0.92312394j -0.92024549-0.35620075j
 ...  0.92328101+0.35909066j -0.35007167+0.92510192j
 -0.3560486 +0.92603397j]"
161,4,48,66,"[ 0.35681329-0.92396062j -0.35627292+0.9240615j   0.34881445-0.92349205j
 ... -0.9266121 -0.34935394j  0.92390757+0.35262396j
  0.92104723+0.35049433j]"
162,4,48,66,"[-0.9262979 -0.35751009j -0.92749093-0.35579419j -0.91848356-0.35010585j
 ... -0.35222302+0.92095156j  0.35624814-0.92357626j
 -0.35976695+0.92309226j]"
163,4,48,69,"[ 0.39841474-0.90842052j -0.90489168-0.40159j     0.90184457+0.40092841j
 ...  0.4061692 -0.90565184j  0.40301502-0.90102266j
  0.90067674+0.40744971j]"
164,4,48,69,"[ 0.40478574-0.9000858j   0.89974013+0.40767377j -0.90495718-0.40416939j
 ...  0.90240469+0.4045388j   0.90432758+0.40085574j
 -0.40590882+0.89912226j]"
165,4,48,69,"[-0.40366723+0.90116208j  0.91097223+0.40314683j -0.4075538 +0.90146342j
 ...  0.91168414+0.40275575j  0.90455014+0.40270074j
  0.90618469+0.40248278j]"
166,4,48,72,"[ 0.4473787 -0.88064607j -0.88604244-0.45163367j  0.44373871-0.88035607j
 ... -0.44797126+0.88657134j -0.87397787-0.44953964j
  0.44638758-0.88048177j]"
167,4,48,72,"[ 0.45085606-0.8786667j  -0.87936631-0.44357056j -0.87663388-0.45145541j
 ...  0.44734618-0.88124476j  0.8782982 +0.45081136j
  0.44957816-0.88280633j]"
168,4,48,72,"[-0.44803294+0.88029344j  0.44851605-0.87918889j -0.88222489-0.44145897j
 ... -0.87618305-0.44880011j  0.8825414 +0.44818978j
 -0.4557452 +0.88136822j]"
169,4,48,75,"[ 0.48980476-0.85429743j  0.85773922+0.49397269j -0.49945073+0.85598719j
 ...  0.85331161+0.49325267j -0.49053996+0.85084756j
  0.85212433+0.49418409j]"
170,4,48,75,"[-0.86231018-0.49340328j  0.49147162-0.85710773j  0.85745787+0.49505353j
 ... -0.85519672-0.49491253j -0.85212088-0.49156674j
  0.4943049 -0.8592944j ]"
171,4,48,75,"[ 0.85647382+0.49511217j  0.8511468 +0.49617971j  0.49818447-0.85819733j
 ... -0.85762171-0.49527134j -0.50151687+0.86071351j
 -0.85711775-0.49469209j]"
172,4,48,78,"[ 0.8260376 +0.53612835j -0.53607636+0.82681949j -0.83370386-0.538492j
 ... -0.54138182+0.82223034j  0.5356224 -0.83133476j
  0.53637949-0.82626428j]"
173,4,48,78,"[ 0.82794706+0.53645402j -0.83053367-0.541891j    0.54076813-0.82968603j
 ...  0.54082481-0.82872497j  0.83227867+0.54279886j
  0.83115822+0.54169094j]"
174,4,48,78,"[ 0.83075223+0.53808738j  0.54029062-0.83046105j  0.83244022+0.53941013j
 ... -0.83024156-0.54095248j  0.82978378+0.53599978j
 -0.54469447+0.82966613j]"
175,4,48,81,"[-0.58372011+0.80191243j  0.80229855+0.58361697j -0.79599318-0.5823715j
 ... -0.58684036+0.79619309j -0.57842819+0.79551327j
  0.79915616+0.58162644j]"
176,4,48,81,"[-0.57732123+0.80441673j -0.58339752+0.80127185j -0.80556588-0.58364674j
 ... -0.57811371+0.80175354j  0.58304919-0.79986722j
  0.58448676-0.80307532j]"
177,4,48,81,"[-0.58115498+0.80440056j  0.58513929-0.79941031j -0.58448504+0.80041663j
 ... -0.8043683 -0.58264607j -0.80201542-0.58477642j
 -0.80266199-0.58439332j]"
178,4,48,84,"[-0.6202335 +0.76572987j  0.62597458-0.77412068j -0.76826672-0.62502592j
 ... -0.76972604-0.62705057j -0.76815641-0.62761051j
  0.62187709-0.77155197j]"
179,4,48,84,"[-0.62338329+0.77286226j -0.76706352-0.6251144j  -0.76728107-0.62417182j
 ... -0.7692335 -0.62674894j  0.76564569+0.62267721j
  0.62616534-0.76922971j]"
180,4,48,84,"[ 0.61963751-0.76878612j -0.76646388-0.62327214j -0.76797141-0.62891593j
 ...  0.62588233-0.77226096j  0.62294927-0.77057936j
 -0.77067059-0.6244181j ]"
181,4,48,87,"[-0.66045693+0.73863773j -0.73857937-0.66821635j -0.6651335 +0.73376867j
 ...  0.66663222-0.73242154j -0.73546361-0.66122452j
  0.73490162+0.66304301j]"
182,4,48,87,"[-0.73421929-0.66130443j  0.66330107-0.73712167j -0.66818203+0.73920886j
 ... -0.73540076-0.66582944j -0.73219071-0.66108039j
 -0.66418024+0.7324111j ]"
183,4,48,87,"[-0.73795606-0.66248346j -0.73728072-0.66028844j -0.66144228+0.73516664j
 ... -0.66155259+0.7371846j  -0.73634082-0.66421815j
 -0.66575155+0.73754826j]"
184,4,48,90,"[-0.69916886+0.69727723j -0.70109251+0.70437796j  0.70446176+0.69635933j
 ... -0.6981168 -0.69670783j -0.69430211-0.69545507j
 -0.69864986-0.70263002j]"
185,4,48,90,"[-0.70077673-0.70253124j -0.69600532+0.70242438j -0.69906929+0.69988155j
 ... -0.69839006-0.70133173j -0.69828462-0.70195297j
 -0.69721152-0.70174334j]"
186,4,48,90,"[-0.69607204-0.69827659j -0.69814579-0.70126777j  0.70505488+0.6946926j
 ... -0.69926165-0.70081606j  0.6997859 -0.69790652j
  0.69726088-0.70019032j]"
187,4,46,0,"[ 0.69837754+0.69398924j -0.69988877+0.69591369j -0.69980075+0.69411851j
 ... -0.70178521-0.69858202j  0.70096224-0.69726002j
  0.70190926-0.68763022j]"
188,4,46,0,"[-0.69213108-0.70588726j -0.70221186-0.69697782j -0.69776745+0.69764802j
 ... -0.70164063-0.69950037j  0.69470416-0.69528816j
 -0.70044737-0.69722581j]"
189,4,46,0,"[-0.69973522+0.69523666j  0.69574969-0.70262772j  0.69337326+0.69707639j
 ... -0.70267782+0.69725082j -0.69938773-0.69730486j
  0.70144615+0.70389586j]"
190,4,46,3,"[-0.66688867-0.73531217j -0.73131375+0.65963557j -0.73403123+0.65807536j
 ...  0.73060853-0.66238885j  0.66109571+0.73069759j
 -0.73735321+0.66376721j]"
191,4,46,3,"[ 0.73624866-0.66645807j -0.66399843-0.73031825j -0.7280544 +0.65755923j
 ... -0.66112934-0.73450833j  0.73140355-0.66268401j
 -0.73398314+0.65929144j]"
192,4,46,3,"[ 0.65740474+0.73680883j  0.66538916+0.73171254j  0.6631894 +0.73400789j
 ... -0.6547302 -0.73492433j  0.72896554-0.65701957j
 -0.72866017+0.66161313j]"
193,4,46,6,"[ 0.76906303-0.6209345j  -0.61865314-0.76628351j  0.76812154-0.61970661j
 ...  0.62062952+0.76728921j  0.76906524-0.62224196j
 -0.76473826+0.61964959j]"
194,4,46,6,"[ 0.6196944 +0.76980962j -0.76098652+0.62534j     0.62474615+0.76662612j
 ... -0.62434814-0.7664745j   0.76961822-0.61817071j
  0.6256771 +0.77539314j]"
195,4,46,6,"[ 0.61862873+0.76759111j  0.76359807-0.62238055j -0.62770806-0.76879058j
 ...  0.76891131-0.61884365j  0.76597411-0.62589824j
 -0.77365596+0.62703616j]"
196,4,46,9,"[0.58518657+0.8039691j  0.80276005-0.58000383j 0.80309059-0.58031242j ...
 0.58234177+0.80062671j 0.57770698+0.79706764j 0.80216448-0.57513571j]"
197,4,46,9,"[-0.80067208+0.57701929j -0.80270463+0.58383886j  0.58167454+0.79218056j
 ...  0.79550834-0.58449019j -0.57245718-0.80215163j
  0.80210806-0.57846101j]"
198,4,46,9,"[ 0.57976105+0.80171992j -0.57535855-0.79884084j  0.5784886 +0.80179422j
 ... -0.79606959+0.58700589j  0.79943576-0.58769915j
 -0.80388342+0.58017715j]"
199,4,46,12,"[ 0.53766802+0.82597757j -0.54680723-0.82240927j -0.83460091+0.53422361j
 ...  0.54616843+0.82838412j  0.52977407+0.8288721j
 -0.83008698+0.53647112j]"
200,4,46,12,"[ 0.53887898+0.83409306j -0.539923  -0.82382477j  0.82639372-0.5400373j
 ...  0.8288246 -0.53056777j  0.54013881+0.82625637j
  0.82469434-0.53424174j]"
201,4,46,12,"[-0.82968018+0.53670873j -0.82215654+0.53209679j  0.5320305 +0.82180785j
 ...  0.82532527-0.53760203j -0.82942972+0.53629817j
 -0.53362698-0.82886137j]"
202,4,46,15,"[-0.49430144-0.86051473j  0.49256591+0.85149216j  0.49654447+0.85557758j
 ...  0.85561934-0.49346989j -0.85682759+0.49976763j
  0.85693142-0.50233457j]"
203,4,46,15,"[-0.85376863+0.49561044j -0.85860079+0.49110957j  0.49253981+0.85340155j
 ...  0.49447532+0.85160839j -0.49278636-0.85591523j
 -0.86053105+0.49359263j]"
204,4,46,15,"[ 0.85467137-0.48739546j -0.85887527+0.4917733j   0.48885299+0.8495354j
 ... -0.85199337+0.49768972j  0.85796971-0.49429855j
  0.85037394-0.49649646j]"
205,4,46,18,"[-0.88695681+0.45034603j -0.44213008-0.87746551j  0.44724166+0.88109901j
 ... -0.87983675+0.45422854j -0.88028068+0.44800848j
 -0.4453173 -0.87914275j]"
206,4,46,18,"[-0.44711159-0.878229j    0.87697281-0.44508529j -0.44280576-0.88791996j
 ...  0.45141936+0.88167517j -0.45244864-0.87913118j
  0.4499415 +0.8776498j ]"
207,4,46,18,"[-0.44791475-0.88602629j -0.88216984+0.44219228j -0.88584031+0.44120822j
 ... -0.87859217+0.45332026j -0.45433723-0.8805897j
 -0.44721589-0.88526465j]"
208,4,46,21,"[ 0.90224998-0.3995483j   0.90245933-0.40085015j  0.90262347-0.39887603j
 ...  0.39394489+0.89955593j  0.40058351+0.90370015j
 -0.90337976+0.39678026j]"
209,4,46,21,"[-0.40709084-0.90504848j -0.90112972+0.3968368j   0.40548071+0.90374434j
 ... -0.40740395-0.90503534j -0.905846  +0.40052264j
 -0.9079381 +0.40243254j]"
210,4,46,21,"[ 0.40098764+0.90453655j -0.90335911+0.40154091j  0.39968686+0.90226167j
 ...  0.9023029 -0.40102908j -0.40807202-0.90754659j
 -0.89704851+0.40407208j]"
211,4,46,24,"[-0.91699533+0.35353368j -0.91985402+0.35387324j -0.35501074-0.92028037j
 ...  0.35996816+0.91782245j  0.35625184+0.92247272j
  0.92191639-0.35135436j]"
212,4,46,24,"[-0.35171821-0.92743804j -0.35248161-0.91886871j -0.35383744-0.92284159j
 ... -0.35330051-0.92552346j  0.92294462-0.35616609j
  0.35708633+0.91743203j]"
213,4,46,24,"[ 0.92364797-0.35838037j  0.3582784 +0.92264903j -0.92501293+0.3599455j
 ... -0.9181409 +0.35376788j -0.35077207-0.92433095j
 -0.356909  -0.92058035j]"
214,4,46,27,"[ 0.94199481-0.30545057j -0.3084536 -0.94375607j  0.30651209+0.93873153j
 ...  0.29879423+0.93671532j -0.94558085+0.29987303j
 -0.30256987-0.93728074j]"
215,4,46,27,"[-0.31141835-0.93995122j  0.93801476-0.30714303j  0.93688259-0.30109319j
 ... -0.30549283-0.94342328j  0.94236511-0.30091127j
  0.30735063+0.93663484j]"
216,4,46,27,"[ 0.93853069-0.31091652j  0.93759172-0.30747618j  0.29972312+0.93750155j
 ... -0.29892525-0.94234158j  0.94243013-0.30541117j
  0.93691408-0.3067773j ]"
217,4,46,30,"[-0.95567347+0.25449763j -0.25886816-0.95236767j -0.25314374-0.95106833j
 ... -0.95548603+0.26100768j  0.95074559-0.25387314j
 -0.25323707-0.95295794j]"
218,4,46,30,"[ 0.25418331+0.94730266j -0.25114987-0.95739172j  0.95985369-0.2501118j
 ... -0.24969351-0.95641066j -0.25484983-0.9483055j
 -0.24652802-0.95506625j]"
219,4,46,30,"[ 0.25385971+0.95995762j  0.95906043-0.25386792j -0.94813128+0.26041757j
 ...  0.25360357+0.94429458j -0.95791047+0.2514519j
  0.25622276+0.95404915j]"
220,4,46,33,"[ 0.96804309-0.21215186j  0.20685479+0.96883621j  0.20021406+0.96839416j
 ... -0.96386778+0.20268813j  0.20368952+0.96444625j
 -0.20428723-0.96368088j]"
221,4,46,33,"[ 0.199227  +0.96299166j  0.21054483+0.96576545j  0.96232001-0.20560834j
 ...  0.96818334-0.20337909j -0.95747175+0.20856781j
  0.21379489+0.96273505j]"
222,4,46,33,"[ 0.20371211+0.97034146j  0.20568035+0.95910983j -0.20667225-0.96753043j
 ...  0.2050173 +0.96235136j  0.96694601-0.2045619j
 -0.96237456+0.20118171j]"
223,4,46,36,"[ 0.15257596+0.97297425j  0.97306388-0.15864899j  0.14867172+0.97315178j
 ... -0.97202509+0.15300539j  0.15622312+0.97382008j
  0.97597505-0.15119573j]"
224,4,46,36,"[-0.97625526+0.15506096j  0.15446628+0.97218698j -0.15811482-0.9706839j
 ...  0.15499812+0.97394862j -0.97739562+0.15360912j
  0.15069768+0.97603997j]"
225,4,46,36,"[ 0.15132564+0.97122174j -0.97492866+0.15893733j -0.97399438+0.16091678j
 ...  0.15225243+0.96927698j  0.15613873+0.97739878j
  0.9742131 -0.15450688j]"
226,4,46,39,"[ 0.10367285+0.98218141j -0.98500177+0.10169065j  0.98917007-0.10068771j
 ...  0.0986457 +0.98536146j  0.98257004-0.10834975j
  0.10570439+0.98820552j]"
227,4,46,39,"[-0.97990983+0.10320416j  0.10134767+0.98061047j -0.9795311 +0.10307176j
 ... -0.09704284-0.98400707j  0.9814815 -0.10439594j
 -0.10143477-0.97992628j]"
228,4,46,39,"[-0.98566751+0.10090678j  0.10264423+0.99093285j -0.98138789+0.09634341j
 ... -0.98738472+0.10681779j -0.10764983-0.98026558j
  0.09970801+0.97657064j]"
229,4,46,42,"[-0.05334501-0.98260699j -0.9786756 +0.053317j    0.98221717-0.05390238j
 ... -0.04866251-0.9863737j  -0.05076244-0.98845723j
  0.98485131-0.05672663j]"
230,4,46,42,"[ 0.05271187+0.98600683j -0.05557373-0.98458414j  0.04884066+0.9886656j
 ... -0.05124038-0.99041601j -0.05277415-0.9876455j
 -0.05393068-0.98447442j]"
231,4,46,42,"[ 0.9906763 -0.04742497j  0.98455515-0.04749236j -0.98623568+0.05629318j
 ...  0.05219243+0.98375077j  0.98575674-0.04813198j
 -0.0550262 -0.98112275j]"
232,4,46,45,"[ 0.0037558 +0.9865952j   0.99175461+0.00243081j -0.00114121-0.9830939j
 ... -0.00182787-0.98383732j  0.98803445+0.00366455j
 -0.9915052 -0.00576504j]"
233,4,46,45,"[ 3.31396677e-03-9.94678369e-01j  9.89920414e-01-8.46747593e-04j
 -1.18775785e-03-9.84521914e-01j ...  6.05718038e-04+9.97546401e-01j
 -9.87525801e-01+7.77929962e-04j -4.86329565e-03-9.86092127e-01j]"
234,4,46,45,"[ 0.00196603+0.98904671j  0.00444921+0.98497204j -0.00214394+0.98853528j
 ... -0.00143884-0.99199724j -0.98107406-0.0025325j
 -0.00585769+0.9893505j ]"
235,4,46,48,"[ 0.97946905+0.04817326j  0.04774984-0.97483056j -0.05487183+0.98470854j
 ...  0.98329865+0.05275142j -0.05220677+0.98730922j
 -0.9807575 -0.05397004j]"
236,4,46,48,"[-0.98634719-0.0453501j   0.04830399-0.98196556j  0.98383574+0.04812331j
 ...  0.05049134-0.98664726j -0.05501075+0.98128479j
  0.98612071+0.05071808j]"
237,4,46,48,"[ 0.05188735-0.98847747j -0.05173769+0.98903075j  0.9850874 +0.04638841j
 ... -0.98698456-0.04931991j  0.05363169-0.9811785j
  0.05317397-0.9880572j ]"
238,4,46,51,"[-0.10041363+0.98347809j -0.98220167-0.10067995j -0.10270047+0.97713098j
 ...  0.0992537 -0.98508357j  0.98481371+0.10451846j
 -0.10427214+0.97957246j]"
239,4,46,51,"[-0.10747907+0.98767387j -0.09845637+0.98485056j  0.98055677+0.10246044j
 ...  0.98300795+0.10869154j  0.98714566+0.10347728j
 -0.10380356+0.97849312j]"
240,4,46,51,"[ 0.0987511 -0.98842992j -0.9797416 -0.10085334j  0.97597358+0.10627826j
 ...  0.98303265+0.1046546j  -0.98367688-0.10398444j
 -0.10840938+0.98652087j]"
241,4,46,54,"[ 0.97283955+0.15695116j  0.97807837+0.15852571j  0.15688498-0.98236025j
 ...  0.15369855-0.97340162j -0.9745133 -0.15417299j
  0.97185481+0.14547081j]"
242,4,46,54,"[-0.15450351+0.96794482j -0.14966403+0.97536594j  0.97112291+0.15198136j
 ...  0.15192572-0.96913921j -0.15730967+0.97664026j
  0.15218838-0.97869271j]"
243,4,46,54,"[-0.98114467-0.15712631j  0.97883897+0.16100973j -0.15395025+0.97586489j
 ...  0.98239086+0.15837907j -0.15200705+0.97665183j
  0.15658053-0.98121294j]"
244,4,46,57,"[ 0.96936033+0.20740056j -0.96336558-0.20129257j -0.96723135-0.20024545j
 ... -0.96610389-0.20385255j  0.96908061+0.20742089j
  0.20426086-0.96054845j]"
245,4,46,57,"[-0.96234235-0.20450382j -0.21013401+0.96913706j -0.20730942+0.96650389j
 ... -0.96819536-0.20862482j -0.96214726-0.2029781j
  0.96008171+0.2061802j ]"
246,4,46,57,"[-0.96188237-0.20833548j  0.96447171+0.20262404j  0.96243197+0.2010974j
 ...  0.20339399-0.96634901j  0.2019195 -0.95932801j
  0.20799875-0.95909197j]"
247,4,46,60,"[-0.2563018 +0.95098849j  0.260051  -0.95234136j -0.95757006-0.25427192j
 ... -0.25212272+0.95974191j  0.96011517+0.25454573j
 -0.25987102+0.95251361j]"
248,4,46,60,"[-0.25255238+0.95371694j -0.94731025-0.25963992j  0.25645272-0.95276989j
 ...  0.95307351+0.2529602j  -0.9509392 -0.25669763j
 -0.25903871+0.95600049j]"
249,4,46,60,"[ 0.95318818+0.25463422j  0.25824394-0.95669259j  0.25085819-0.95253184j
 ... -0.95237271-0.25805395j -0.95212142-0.25329371j
  0.25122999-0.95262997j]"
250,4,46,63,"[-0.30880683+0.93853897j -0.93334555-0.30566821j  0.94127628+0.3077071j
 ...  0.30029984-0.94076959j  0.93957364+0.30685151j
 -0.30368091+0.94237443j]"
251,4,46,63,"[-0.93410157-0.30628593j  0.9364885 +0.30745625j  0.30318984-0.94555651j
 ...  0.93898045+0.30388194j -0.30697011+0.9391613j
  0.93616676+0.30965402j]"
252,4,46,63,"[ 0.30153094-0.94437022j -0.94062857-0.30070355j  0.94282934+0.29751841j
 ...  0.30583686-0.93782152j -0.31124845+0.94437218j
 -0.94238739-0.30395361j]"
253,4,46,66,"[ 0.35542812-0.91946901j  0.92560542+0.35641441j -0.92119018-0.35480163j
 ...  0.92051474+0.35223454j -0.92566518-0.35359823j
 -0.35320892+0.91787411j]"
254,4,46,66,"[ 0.34963538-0.92535451j  0.92731913+0.35785705j  0.35710272-0.91601055j
 ... -0.35289364+0.92655929j  0.35304026-0.91688229j
  0.36023315-0.91909333j]"
255,4,46,66,"[-0.92384016-0.35301972j  0.92172387+0.35741207j  0.91859468+0.35235343j
 ...  0.91914279+0.35659959j  0.92432902+0.35578237j
  0.91807256+0.35344431j]"
256,4,46,69,"[-0.4014843 +0.90031435j -0.40084847+0.90122845j  0.90057432+0.4011231j
 ...  0.90924255+0.40422661j -0.89749689-0.39643047j
  0.39479777-0.89998227j]"
257,4,46,69,"[ 0.90448253+0.40694045j  0.40005885-0.90897094j -0.89919921-0.40589073j
 ... -0.90100505-0.402798j    0.40045739-0.90630913j
  0.90797653+0.40510247j]"
258,4,46,69,"[-0.39832712+0.90425763j -0.90672828-0.39537505j  0.90547118+0.40803226j
 ...  0.90446018+0.3997307j   0.90080342+0.40650097j
  0.40052532-0.9005101j ]"
259,4,46,72,"[ 0.44670871-0.88362665j  0.87748258+0.44943256j -0.87990321-0.44689646j
 ... -0.87595712-0.44964956j  0.88202294+0.45076889j
  0.87699673+0.4452071j ]"
260,4,46,72,"[-0.87493897-0.44848561j  0.87938608+0.44392674j -0.44510957+0.87917191j
 ... -0.88187589-0.45365824j  0.45323364-0.87636206j
  0.4508077 -0.88085967j]"
261,4,46,72,"[ 0.45028734-0.88127919j -0.87954138-0.44688864j  0.44535764-0.88125867j
 ... -0.44425782+0.86908377j  0.87744566+0.44375279j
 -0.87626078-0.45385738j]"
262,4,46,75,"[ 0.85386358+0.48862186j  0.86178485+0.49094422j -0.85791817-0.49554391j
 ... -0.8516692 -0.49356203j -0.85075488-0.49286031j
  0.49608673-0.85609369j]"
263,4,46,75,"[ 0.49641372-0.85672256j -0.85303464-0.48926635j  0.49365127-0.85578825j
 ...  0.49395534-0.85577255j -0.85332605-0.50034215j
  0.49632776-0.85366154j]"
264,4,46,75,"[-0.84745352-0.49134994j  0.49375403-0.85263016j -0.85129707-0.48971887j
 ... -0.84995629-0.48756047j -0.85157335-0.49968078j
 -0.85675231-0.49165004j]"
265,4,46,78,"[ 0.82605367+0.53528739j -0.53684145+0.82768364j  0.83306406+0.53702993j
 ... -0.82962227-0.53877233j  0.82650346+0.53825368j
  0.81954932+0.53714514j]"
266,4,46,78,"[ 0.5406965 -0.83328599j  0.82956578+0.53293305j  0.83139883+0.53194468j
 ...  0.53749754-0.82749142j  0.83106401+0.54279627j
 -0.53999849+0.82994322j]"
267,4,46,78,"[-0.53561969+0.83197969j  0.8216381 +0.53873732j -0.83222923-0.5333899j
 ... -0.83161954-0.54210082j  0.53527512-0.83250798j
 -0.82250496-0.53248865j]"
268,4,46,81,"[ 0.58510276-0.79294172j  0.79571518+0.57880789j -0.57763559+0.79787099j
 ...  0.79994269+0.57756881j  0.57827971-0.7946332j
  0.79937606+0.57863639j]"
269,4,46,81,"[ 0.57944356-0.80542971j  0.80430013+0.58658375j -0.79522838-0.5804653j
 ... -0.80270033-0.58266371j  0.79655021+0.5807549j
  0.58499229-0.79357617j]"
270,4,46,81,"[-0.79796773-0.58346817j  0.58032507-0.79956059j  0.57465128-0.79717193j
 ... -0.79617588-0.58203486j  0.58561343-0.79848032j
 -0.577853  +0.79603192j]"
271,4,46,84,"[-0.62446361+0.76354887j  0.76543635+0.62009024j -0.62312966+0.76432271j
 ...  0.77295387+0.62769162j -0.76632167-0.62573006j
 -0.77244913-0.62770549j]"
